clob_token_ids                                                                                                                                                           , cosine_similarity
"[""66216281550353356816995678909419954992174939090745877356436079717315313733322"",""5627085404577382838103777444493381268926250270217240677676212310394971738823""]"   , 1.0
"[""103916805803783582379666899779911786632579535459334681066604944183134504393219"",""56245592157259408643761685839302859095353132149864808093811766821785263385598""]" , 1.0
"[""56370972338947651463113949609594887724776787400048396415555017757483752975783"",""56024050894141113681539847293780225711480042579577901629217397557316102102253""]"  , 1.0
"[""68281552054039476390376472457884344853367018613950903885860005118538368941607"",""9464129348667554021302522879959341234030271328354621281619592758951005938336""]"   , 1.0
"[""95637379689976243013286900277703754341046503122130133129985305609496701873761"",""29944329351851063099549384111109904362801741591751508645283181494954054643531""]"  , 1.0
"[""39574660038374569798766221743719260818313782264017363231797861969575288125012"",""107241154241060057803957086611743321297118699027896847262057958902978928583878""]" , 1.0
"[""22771288348793685264608720201112684853152039276564546124382947250830821477697"",""39021634196475106043685315632208926896097539062778940913387269514804007708387""]"  , 1.0
"[""25470362725272187314061252286664974329805324556907987460640990865577226766623"",""74376966407825277388474178110689733411624377641000912690998209041087017284730""]"  , 1.0
"[""54843548550094470593696883578302472730893983252822277325463098779080627026611"",""49637982060548156149833397082669027691393076512263762993611689074069482639493""]"  , 1.0
"[""104542581502633212794387442335164611232539668966874310938111671455870288298021"",""96832510238997404453497099385554873456175386462230732208644373156372928267630""]" , 1.0
"[""83358524819071959331740309067747543582346233966019631587571481527682188070877"",""89839281151604119714886661149885406859244245575786416087778760714000577127216""]"  , 1.0
"[""30750757727187225217811314906107802023101829519623631142568159481867311268268"",""108089396296451544133437494276318920359213871556490847970147146966086503787915""]" , 1.0
"[""104470386186972467692602641298244256158599485319501919587446980978971553459532"",""58343049225178686650966303688889205848669906846558257726737614308603896247005""]" , 1.0
"[""28908113990321799098798147638903395956082015225471789666989718392188232392683"",""46255419587534986284628961342879086223878222256130995129887049992802955275167""]"  , 1.0
"[""67236185644246326197927825490443266265266049620991181539210279176603061053744"",""72861214103994239166700868231476224766072918083629853181115210521384598804824""]"  , 1.0
"[""55308646158205554157368954855501846290270996844303148664452989059302016594444"",""21562560785044583681036304774253387512535433575323069081600320610978909323844""]"  , 1.0
"[""54813636181345144600761947136579572489579950253793950848134425921671351475088"",""40301852303851149429921744211204805704220584246015197356192453867354117363807""]"  , 1.0
"[""70868836149624431559286419094186904939289877986173984941867727492244067712571"",""105225881611297592285543425688554154562759769940565108029719762617356209691289""]" , 1.0
"[""44446451740408849013550249612229544098225452316892551235074128749831023639926"",""59951653984824091426756852060541878491417563151528159569802161097724261943427""]"  , 1.0
"[""78323350801920778778891318507188343882016209452854959730131872423959220983855"",""53557522879458505603239793490317675501084707760797547555194657291282997566078""]"  , 1.0
"[""74090739547681491821520062283366496866075762869245834991039268353662526458255"",""39153738911006240084436885511202538763587615257082895461002028552258941143360""]"  , 1.0
"[""4179986064466524329029894531264429372631556172425171930014197939292627991188"",""61348217011210323231054271556206968364404897537475493619599087173264562742819""]"   , 0.9999999999999999
"[""6049928673355434720113164721866330754070245336757278752814734016380817547183"",""110538153469331027085061424873023702934172397860823108508742910482448655120448""]"  , 1.0
"[""26212739217975787998493124025530296738122035658503102801688395774045292702846"",""5618791589864534191507331249160211935885479352794694057543222192767263154958""]"   , 1.0
"[""95763811489439944272879121061152997107436795184522470108512361230757207747109"",""27106546736713662305552610185704041643587553923753067924307269346426792099617""]"  , 1.0
"[""41811645475059308448700260464910937118630089122853489559221841063617987198270"",""3546002518446363783789496901336167655862001950969041850192481896805130591524""]"   , 1.0
"[""8973267347387477513864526989665460829234702586249156770766303346166298112485"",""70482961803738935937324403919624652878920396479075875649511703762443667609042""]"   , 1.0
"[""29064108665220590056264207162732731760421779932095803985411080324504405068793"",""67464920332276880176090383656255891836309751943070861720875376503153600507709""]"  , 1.0
"[""43108861151859336572628665952393532275220381288102455094871991495453014292681"",""10840815099630792122244760162712954856181176560138571782309705383192532029466""]"  , 1.0
"[""63037430273937813787941462621562909563098733611090177846414558427896920374373"",""101491158532179548254051526612634830702869254899695026402370326642795212737702""]" , 1.0
"[""85632914518786177256583369552125280053108667306405854845853340618248288927460"",""4696955573632845407532815267539406678302911508204032661527405293140196109387""]"   , 1.0
"[""14999500579901383072635205035227864886528710236540822730141548371372688859422"",""16222840603445450947154718759167300491302153317593739623696847197718420087623""]"  , 1.0
"[""13628189982642424912108657221169198338993179248246381972030640500448717195916"",""91004506882941445266754771479824617369805789899332711132070603219216406556613""]"  , 1.0
"[""85107384348915257583811978768902973579638548582837620015568737252954517378117"",""91792255359152749895005657864349311988066016856671045964217632500917420457441""]"  , 1.0
"[""106831125095355876396302133022592595602793195963281466683861759360881903732827"",""21749398219054069434160722834891689438502792798388524757785959279729725166566""]" , 1.0
"[""13328378150850315631915369325033541349156741805712506679930341055989012957346"",""528697748632210400590130826591940901441682168947773800452275186906207131355""]"    , 1.0
"[""82921466896173206749576306169989030627469484612101359954276611797367038668370"",""23161864007055418805440007678783371120470174500167762185948517773386023412086""]"  , 1.0
"[""96258368983624769011117164240441229696567239665451196032067131981745758422782"",""113082271133767189771891362360733550948823393581146043888196075108195379067342""]" , 1.0
"[""574728383245181418220622325143336529799307296681507094171330807024522960520"",""5725291744877575142331918794132423369076415815011809427355198841948163062437""]"     , 1.0
"[""106467986893191320314343972810339175730877524081636698212805762828443942749254"",""112440833438693569136918826547029662054599723631958552796816235702981807053513""]", 1.0
"[""100056746834128416164930948997077585493567809510254530136963197251606762201238"",""10803870347420077885135149258511431301387743931052740981327837701822182629535""]" , 1.0
"[""68585224994491674725966852715112804695873223484195685243505523699862486175064"",""19435807734042874221880856027447396464497250441875139359250200613043867157757""]"  , 1.0
"[""87810607421493595869106217689543392952061787036512838970612644527079939575529"",""15086209728246002234131529127384599957789167759537017162481398183823804504592""]"  , 1.0
"[""107533660180651595647405320959457716339174204019492013982260715885257280320751"",""79357920802621875826072510614795472131592731008913556219133217426991844225391""]" , 1.0
"[""102285866531639823368640345594579188132376411632264775353838909981436876711083"",""100654980134343688338308990352905428758864529709209144672745697580465490282203""]", 1.0
"[""20002571023154522188826754206792253566393355127607348748331852658140183669945"",""1434593140154973614411603525860098336431764469032902642770008500243070993327""]"   , 1.0
"[""44417338467732839899065503448367106299523579770613361668116525638194378243409"",""94920468971082819031114214227593297927109286529196795266542864069365254072326""]"  , 1.0
"[""104531104488314909222976720830446935804882398820749148720964001941193818572262"",""29450150924685347333760494177739777494572888874601404695451883182794223646340""]" , 1.0
"[""113992406269928015979178859184275758319618104127734935268495511972262521488907"",""3899008724834341515000910613686658363324667943613803789352000530403758336743""]"  , 1.0
"[""82366235711776590412446464212416631030268646142334130731276869194865802136692"",""15969734835148353146927634241437582613557860879589985598386885667817050517579""]"  , 1.0
"[""22831161611260770681179115464104748034107548539557831079982916914834139876654"",""19417804956492135774150112752914298384650531820726154954365175316625877005276""]"  , 1.0
"[""51278606339807757776783786949857288794642094641001918737198895025100142787937"",""107457836976053295809082575551334876781139355505229154813638340996733031963926""]" , 0.9999999999999999
"[""32163673567402803540277078637601512761342275089868948126327145990825224572638"",""5865756023447340682788168353105552710892583457500170932028217647681567112557""]"   , 0.9999999999999999
"[""109915777339161957335256327332336255877602177643345345911089351464908234441294"",""26917268910466843741328488435463135824491498936951946084892585892300265991290""]" , 1.0
"[""79300785968363784670506464999375895778230100389515714493542549371488029120176"",""2349913618021345887905166860740578546463031218330262172733111404865401734324""]"   , 1.0
"[""73904477821618227207136454713519030744812939194086605637054541563861896712112"",""84420984383380079531255479089460783237496785901818815167114871990728959518912""]"  , 1.0
"[""112661782123121888861266766907063428035259260513295802166707233546651507236593"",""53431660822823129377111758357546740673293036311438917164970360608081551159144""]" , 1.0
"[""96269907055350579210156654596034558694477944138235285456658745904905994260493"",""79757404287084878573904985141015848279751958938218487814162270041647624068310""]"  , 1.0
"[""50252300898375978140712321807178556639478099096013757990329224333771594910605"",""70695961216901184149757864330994376861172346482552702459108282720870698271854""]"  , 1.0
"[""73279799627278391207319976538641924000141782801983192127381320733564458145404"",""112929264222141419067718847451164054475082678268395234643752612053139662658435""]" , 1.0
"[""31317702573839002987249831884538721320741670016050389364356636973937868446333"",""10474935538632147697292050371924822694772856746093342687040661798286816245828""]"  , 1.0
"[""9885615942413234630473170916570681106912153126656048593220674475718968363108"",""27121417551149944323708191913728000722383877793164502884114857782114889403227""]"   , 1.0
"[""68097178525239932220037003607350125596377562503394856685642853623033223850932"",""87136741929854294106142409367132264229519000213305766234651848545811544437645""]"  , 1.0
"[""20687038577380196968049059661737136523448876704777933726372431848796797901431"",""67382951946798871755859292500839418845568892455944629723943579710551467877636""]"  , 1.0
"[""89060420386912724670295149298571033122778456987277862880738184813031134934068"",""67037241215429582744305890398619356831532445057724663504613278146452592055061""]"  , 1.0
"[""62521283606306165995982171491508257213589556958812396623175636747142026285766"",""45290032089000954453935381496032868027338822551343617813285137157695604050233""]"  , 1.0
"[""12714307631874637819061704025497174291022576793633373138991239193262374328658"",""21131106401702142310217852392496073680392050973148252380136520424178354216303""]"  , 1.0
"[""115543581408853909754007150861271879119560284063418490744435684808589604779479"",""61218091662509461178289742439556191139981333981967602712844919312082540568808""]" , 1.0
"[""25113171269160817945598560529336669088700946272800914441846612056713624183105"",""23082339776635286831160110832824625563055770546007869197953735781292007552919""]"  , 1.0
"[""67753086383762088864161297709367328448408579986910861794977082512790786712560"",""59296360184141915780171161819741981029734445235518016001676843754235536644160""]"  , 1.0
"[""27370410206632058098670971934093213082701375256458184959902359871879435059048"",""28820650593205017584619346324474025841666476188369631241505072570502307129038""]"  , 1.0
"[""10695002979457731264782831855070407782462328599523740641777797855540863027375"",""25937601185293856566279640080070974289759836267688391323595272275002983388724""]"  , 1.0
"[""85407852829155494419135154212704389929446630457748843625759912033540167355455"",""32068041241742196894100376526708770333024627692312402501961701770216642040369""]"  , 1.0
"[""51514025759956805994598042985813140664362245975385256655745601789221341217376"",""28396661012603151889793509477122662732556716455160177155107357238092666687941""]"  , 1.0
"[""41527155527852087693176392512971392210661572882199771696500264397765856556139"",""100600552446359109325435782409031791786996573065964214821925359115253385434336""]" , 1.0
"[""26937483189471013389345183156242627700911676970505123155902899904511874119512"",""8490400016685941706241484009798343893032064026115912362698609851818506123094""]"   , 1.0
"[""108221353665776302691541399453340438336138832853541446487118763510283932343990"",""50529622148591976136184689330185441705431829120212047673301265829246962647448""]" , 1.0
"[""56175095515193606339445677161973575547064149769460484202169684526209325302306"",""20925479477550509946819035695159529032396134313079447109382211317367994129548""]"  , 1.0
"[""17133114959071164585982360670728512628275965411704047662089578393895378732287"",""29239926829144920297790780039384076125095623929104566614163643866973953573774""]"  , 1.0
"[""96318339509977257549373045427322635379543241124516524038474498780656739069827"",""29867553996523860596006144045233085726643354270270021191868786105537688675616""]"  , 1.0
"[""55661304932040211646014126364798474785520576799367909311415118300725060674521"",""12112544174814621961273758418083204948204733194430193614268431503283513700459""]"  , 1.0
"[""66804130909073794337305278718026706209026342365037495606020945089962385513722"",""9195110899659241883972610249084210062362453358677460598659980161913003997727""]"   , 1.0
"[""64586952883978299782077509352685592877730415967658257654581181923277614165114"",""89618950089171537060378711763678488890721018085025698412518274984279215198655""]"  , 1.0
"[""24132533621208759371205381659346750607057616954945361315570099975147758404567"",""14307579905912144462813099081950271651583954244553368232740712596535023676692""]"  , 1.0
"[""43560051549783951152143834143820873785622409287122852625062801925913859423564"",""29653653148080757348800258330275760242097591849561379229506998290425252865822""]"  , 1.0
"[""28551638069986102157655715300271089356560032278091612097464428722069648969816"",""71018284257882247736582119908244632834074727440744495552766034637961488924684""]"  , 1.0
"[""89206882539099699255030907019528442730043818081175629661751890478767457706202"",""70222993427316837730575181809850224170332991834389508498023707833938134218737""]"  , 1.0
"[""74799747580701579681785334894596801533230027565968371968743489727396954181377"",""84839219173156883700063565324105202135382271455382885841964569063224102050131""]"  , 1.0
"[""6622536037706737389255396787430262661177768642168733687052277825356054955939"",""104415347324396932104352130941177080566678605886090273186111164087354193004842""]"  , 1.0
"[""114458981797441806068091279761316579770564030638032287206083080133080368676536"",""19035165678099758194013298852222829715959099270088017279320128437178838404913""]" , 1.0
"[""26999791850911469800446908990985665044109064517548480280831645606495361749926"",""25298978725312628077307956743582238360182736802218006152850518461164616798030""]"  , 1.0
"[""37018864737962476471001899148524186102415582070940876579606376919248330691083"",""68187280044480665961700814530652907628047552995038394775344644549428423576913""]"  , 1.0
"[""12935608127108642346457770130459243619492449218906877212467004644197169807023"",""32233912889011459115794527747270625282524231363363751212593112607140967588398""]"  , 1.0
"[""52434405214141407510533483848249967961806479233340948019126505171906198076103"",""65169145959193090271023858141810432314038294077380953689394225001011794389069""]"  , 1.0
"[""108338622091585666240606883039431727197281128080866120370410978764266210934414"",""8755178911940705591804492412445969332846975369978785939946314505159045479824""]"  , 1.0
"[""41666984991684164094729796432867238593339001542516496465742100008399517405607"",""702965443856646737801653186563219925465772408033836723792980336883738231240""]"    , 1.0
"[""8784899504167313575198316252200946581850766277784477355007037454910295047756"",""76810967794702105521940882401768305211513027308235841718499326635803841568920""]"   , 1.0
"[""21130597499398861908876733355581646666853151726430308326212682587086647882347"",""63919908131016804795268196892981115526914892628985937725769367528624587553551""]"  , 0.9999999999999999
"[""115401517714732618973641451692741324292131662463861492016941696255304045255258"",""307679748473165585690201957336689847078736509568325617160640522952198439952""]"   , 1.0
"[""83324721304194832475863256503900847064985089006007885046106288914065562590724"",""31724206273197561575216376555382363534912096607347627939880011151097618813876""]"  , 1.0
"[""74823407200669900326724988364180797225157427520585523606407701987090520938336"",""48315573347865194911733678177232911656829000871828737522981297399681053850318""]"  , 1.0
"[""34398457915958304304284489842297190092448217732939624575796514372099084263208"",""27539115115967238661484307363622525957498901190706693416931308327925907278701""]"  , 0.9999999999999999
"[""65853716980163073373680664219975223680740412594926371590192420693406450226923"",""53377584975695509016653923780933789934126182891788374490676409759397226809803""]"  , 1.0
"[""95334434781976495002736457147425197290918934785230826193632059656662864523993"",""23685022642556613588340027678314664242937035872902260236106614258421482481837""]"  , 1.0
"[""100823426595739471183306554484605317558425638379325749937626346852053821809814"",""40726445365441008520154850554838358642365053081809531725218788506087118789106""]" , 1.0
"[""90902712020211942969337725202220164202682638063202185647075245484237713276698"",""110855754174390712430691709821913019199691534588672980864389189658290207399482""]" , 1.0
"[""112611090356742606119885786437671053131136302178818105459453706074757269808726"",""61538385557703547970309765325307411586460089124649546109762017098562888716699""]" , 1.0
"[""12940913264608385865226765199219212803358576837635208052278050203377923538325"",""114980432767086115189938435708900014654205829597794851650918975171782745259178""]" , 1.0
"[""88041732409155781335742023619841365218542244829069475611365653891525928383383"",""61141116375936288994962134940178946578543463537582852768443876859468424319772""]"  , 1.0
"[""92080792407148862046211422550098845913141091340429229571581015709698080710660"",""80390840553706739672673309354907987745226786340397726643627370744929436131242""]"  , 0.9999999999999999
"[""108449563841374789148335242997204829649495869612807512502906785811002219858426"",""41849906692032360799797223364564797044758452435491696773457316486952738777687""]" , 1.0
"[""65277858918244990962742138751510192216020918323934114409690398795164619657512"",""59607147065949355942153006684915468633828482128167750322912669468364332169637""]"  , 1.0
"[""79323401016405262918856831286110572883246725801194946003917001325516176028517"",""27969781398615708515217422628788801575610911435485268884177323561421811781482""]"  , 1.0
"[""50646994220523060566497709557714306459541981625189205845589795302591482514629"",""7956971553846102864501707657052367538796957309364593316785160213786710708058""]"   , 1.0
"[""108809908973403398411574504907651344991241121743995771751666629523110591927114"",""11415099722461995061707860004990371645296753097202589607883433806276234361181""]" , 1.0
"[""12607372928031749456127699915640665257848541753948704262458291712305609616683"",""19597494765757435905448553911852083034364239072205689240276701497422176502694""]"  , 1.0
"[""66011359129406502961946061010056278632439662161309387695061464806353885083071"",""21463318092658877802760118631522894624268318522777661153421396924975572042400""]"  , 1.0
"[""18314972605720010926011560694233852551853835833794018427134078187024986258887"",""23027254213664048368886227004565415687334932243999790064993629864291842870863""]"  , 1.0
"[""45964295244096922876073578361518388987606647620163635604284268883890354520683"",""67198810607162443401780023593775090967324794057801671403572296392665178961378""]"  , 1.0
"[""46225895571262456549374777432449209101455299779942286493125316002851022855129"",""95521117842013684065690823144109357655508304827981896173106308570238702342640""]"  , 1.0
"[""9576795630669195193216985147817888528576118476383546561771030530101900554553"",""44723032004577783387644945471015958413652690025874715831927483352786427482665""]"   , 1.0
"[""51664862644139126877104199590013226556994381825512683045741040925197971492709"",""62547583710563407506501882695455833884256523547259245166746127144912748591899""]"  , 1.0
"[""112219347366951591407415843068827846263211923468605140167262604871825722349305"",""19111910044560359482436135642985056902559390276766374258356708835211352719499""]" , 1.0
"[""78226180243749291839410534563472870860976305505175295908610540391834884250434"",""40602014014191954084453040524514170578717929271506385340539006092764392054412""]"  , 1.0
"[""37324909622845821454446731123009034041911512062147486700759067151190461733911"",""91335368334251740028215199057287672383193089916001792381317263685187623662546""]"  , 1.0
"[""105051257021316691066637063953871312108317803203039339809077349136539990360984"",""72711440049571684092883209251718362840567164103895348256110466326668471967630""]" , 1.0
"[""114910589159684665044565751027995575029406280335734462486947607603120908452730"",""104943574447430512963051303748859733381001673628727662571850963792898441793350""]", 1.0
"[""79369302738327779371483639354586480482147595704957237053259196662994083130672"",""49687149152132500126152313686313324964147770044752096812913281705664968465294""]"  , 1.0
"[""55996064565588820924462544236546491679672955528501112098848568016040691484717"",""55894918855305729021983856841699315791920133350395873463819268034631476193799""]"  , 1.0
"[""114226028038767543435897603713560028732851121678687939802953767503190475450673"",""3580985101787535628300233230949167263110539219451121762368848361722532711187""]"  , 1.0
"[""106426410932377004648003883110795628679056381878550611589087648730978580166461"",""111075559909698548747247509537422152820846034151793086251580693008277928983992""]", 1.0
"[""70475392367833441702024123621474418580655256993620681746437779428961209570844"",""103901921933065918435670502739993044231039142118679498634908098570662690970352""]" , 1.0
"[""27572262137980006970322416575916952153843285927298409261674005036953054091323"",""39694625388233349235101671483280522206772084356813890238767716322165570663947""]"  , 1.0
"[""43091226049586600537166894328947149940871332722881038998218040990355250801526"",""34520492378812582457974215361905466244576220293791493779086853543636915387233""]"  , 1.0
"[""31147630896284721541151905904955591486143617169303869823762990490656749871943"",""19968514806252135109785320810720626238699634600283161827787671950722804995459""]"  , 1.0
"[""18708188209995969395169394179753514935257940508156320332401373213198463618306"",""11308498858674519727859289977071496486195646980832160479013592493133860757090""]"  , 1.0
"[""104988738834172324624513073348552611991779481018340855913147393903666895771683"",""4027289782745726755798088470395253045031606578966689486984704831860933329418""]"  , 1.0
"[""40053850112401233645498905198809564044099297063932498172228108219675157396097"",""86655331286995359558600137986693407637564659496408226081636140364288063342223""]"  , 1.0
"[""5912633218482888328065257344647205648501215765833839997008626693303354194529"",""90354624888059903890549769514045384263901594229955196575181559338218133986181""]"   , 1.0
"[""97392698690167630816060700729891112379682521882198485964623011895911760842535"",""86749105911945896186903251140880289698520383510953746997771597958522411332280""]"  , 1.0
"[""65914631788402818741311371807456141836472147412846780404334342479256636707149"",""111592222740051017076319261078480095008753603936477437326713735462594138564407""]" , 1.0
"[""57304108213276711031485099624940691167082712104979728491529695470534091913688"",""65010832219683838595040857076891896869072520622707957962258799848879989666200""]"  , 1.0
"[""56156855524751046640500167038042587045644954990690709537078346770632316708112"",""14521395995022986071003660686136276436712508817663961949232641090844236973089""]"  , 1.0
"[""102979187600939812579181707251830214545859759571297676718971996931510245907237"",""102079907506920911172638618936058182844332853810504026717141669988902032059766""]", 1.0
"[""108394778822564022837882134264212554176350354267790900487346083741419834749031"",""71154843059994247237624760034811568192562173240459827423146270067147035272157""]" , 1.0
"[""105553217293060706571503179519164863553151391260530944399118771327258349812919"",""21605651459155728193190467007970619015326717160855643627285789461493583815355""]" , 1.0
"[""88240120595485370913389926082832317282859571763584861628954893030769719684378"",""78134507228125495471035607619116648868690642469543701256393713840029040414704""]"  , 1.0
"[""112446089173347648330293753235529888403071255410668866369529403434725287900290"",""47776052213301751712158311893536121695110575768555827269774264609424727932352""]" , 1.0
"[""70715546093129873447972904697720451364519297084021822961414761662660667045022"",""74289864692669457316616812220994819954211068696215851593190868537814322977273""]"  , 1.0
"[""5764468817751291908909841086533332492051159005243258757428869268885110368995"",""21591201102592957994320319889322457612407848239627242303316320192996547426008""]"   , 1.0
"[""45282920959193141979506939608658828232463179670129495742906083036305009865038"",""17845728004575107376144797848774552437480953121036404445511239950985693726417""]"  , 1.0
"[""107659784073209491709460226385482995633257333347304027886427863175558559751238"",""74617413727641580582280770551467702546261273870089364562355947852051130765794""]" , 1.0
"[""65810859655309582755212062067531852611317794995696970354178242698607334730489"",""34875670210661622095771811331537935819082439809730959869100318801849752822457""]"  , 1.0
"[""46535784882308417217460745833408401825750554929712447064492853745758539828115"",""21566705362801519538160310177701912319783387266064152488737268221509936991072""]"  , 1.0
"[""71181096784302092394063422390973062576740476218119599422877294224969641644028"",""113549958014357773928198459571755120010952176685034047744881394980327733041629""]" , 1.0
"[""58045265900132014548514210257847932824466880661075006170971084376373668216058"",""45936254239921348135271309408400798218211515537789075890010444094195050516135""]"  , 1.0
"[""61965431630765454141632179787863662897746933814993810929792915484233962185628"",""27696809030822555750437748850666523118609099446319813599823755904358084013075""]"  , 1.0
"[""95087214122876839824348410427364396546808223306759779129667581546428078779488"",""20480961142095124961527174814358150092808334829803341751113723652552448784535""]"  , 1.0
"[""64333723462033341215034359472555434350887857809237643415004657415650941833701"",""16068905145627932841349977645081273231440073542015819683535887031577024572070""]"  , 1.0
"[""70926909803423257382329809600389239178901918802577268263929225595025022332606"",""104888927603656177395938695700301399075466851267654156745648871164566527439992""]" , 1.0
"[""105405591204235294154065072255996765856158420276178976994231896499913933077683"",""71385877616144295427139417835153094781591550176618172863236209379959393071188""]" , 1.0
"[""78956251974834500451962059740232813878448885149888679215839364138921670345897"",""114922351025286389099514740803031439448010262861169602934585354053631509711976""]" , 1.0
"[""20866593367590699599643947679435888402660760988243412316704045715497839861552"",""39595621143400939971428348939241205332280139611201632791047505665205761651216""]"  , 1.0
"[""7230844374573348124562883930856891105805964551034529897883566336539861214096"",""70401625567422317712145424378252924651701589424250001130386630649597907119706""]"   , 1.0
"[""94723663974786758982102352359023799958900622112885307556993489170955129031406"",""25071674264420782243976415269998639633057368024739833605655205427172244013295""]"  , 1.0
"[""82657300701083997681344123904325325872606977217637628440089111748567171780354"",""1074905888843575608789468469959011342399875161826329754451195357200416994394""]"   , 1.0
"[""88044532337504346808999157851513936443649896416408144578913866659655984202992"",""103857674442527565004432298619940752403219520464830383081328965124323102644398""]" , 1.0
"[""97658305111046500188965550265200733181400549903292898266065136775479272170717"",""78605014398293610636784597426863479614055701019678676369279576294290925620542""]"  , 1.0
"[""95256962675827544563173368046641786666626636905939168639984609289482447348447"",""20992547935370779450818170459298652907232269000143708370636512554304129237079""]"  , 1.0
"[""36860816938319390858964179625319233034408579692312346445845214385456259116248"",""58631689032685713151542058403186270935541550509606124766230385095345081405859""]"  , 1.0
"[""85845750566679901517736639395276838724720127173836486504566294887751837126466"",""72646292023233273324667301202563494870028142442609606161213042588416742402133""]"  , 1.0
"[""36779145692737206031234944532199812345127262929067776784586643674291692604687"",""79746253380765272420507008619297748379280696978957525086287701616433746431461""]"  , 1.0
"[""86645756284795141132717911088354383841969587463930039724769631564209585656220"",""100728648643824331517551299729912114537167401103552759417052764717048551539704""]" , 1.0
"[""115547965254589717477302714731707428306077506093378906371871917513936079189495"",""113362064187878114983530693949765692863802190773316794950672152523095804083141""]", 1.0
"[""15689686886751503596101237420370183711471277577409636291649038082667298900424"",""25220835365413209491969904256647930650029213607453756083524562317815305581068""]"  , 1.0
"[""108311668562507787559438329182515127357309866814516109839711847683126699453083"",""109773921110991853008958798435414651528675270243519422153815148830454926366736""]", 1.0
"[""7260898789894357029125496858687239455895982991960101057661276207034711999138"",""73792458639425453239483287253334661502793797450424846433489414207671979352064""]"   , 1.0
"[""81527909950465140504300986901650498287121959102256136272688482864650001614626"",""71997814592281722549682428032566432282685098900603931267254335406167690537167""]"  , 1.0
"[""34927584154885226100191160422049105758544921402408050055142256614400077974168"",""63726048467166187568412528770122424779941984093913544321953430532970093090793""]"  , 1.0
"[""73700252334993280547177318356447279161522520164716439630048618110901007256249"",""91850182674661341184032618071991700901955802436570843200248867098084807218695""]"  , 0.9999999999999996
"[""20488980881750121158705542020110079632493337035924368684316040630615624842918"",""55439472337275427749073142754472889848437932484430677963800987734456034095699""]"  , 1.0
"[""104626754101137692572336608826799229061338951416353963954477163351183110027237"",""14023055273177987778241425451926789039180330258722941121663937766306550977966""]" , 1.0
"[""78783116553470402500641514553691721069581726475422940502715000319383198309127"",""34011869564115413169575482556056692197313070628952846494171853650030660131439""]"  , 1.0
"[""97534861914176752872101819791826481121076558844831678860104186464354653322662"",""87363919437616215859371508141764658094767937747430387689364727293260564722547""]"  , 1.0
"[""44286379454561717354237569534870097352930621688273447848932447545824351832248"",""77521525303851193832453215263599609380265439713762443426796732044329505140141""]"  , 1.0
"[""59188626158915585611021511401361827104698357136299231031044803790451953267801"",""62587562481519234709978145369725164279455269013049294086191585161795463139925""]"  , 1.0
"[""74372458545919516922583050000666392471185310857061302092864050785548878544789"",""67582555639763237787487709057438037240761990417008876721889609238999155928254""]"  , 1.0
"[""95967002776890181631139300673656377293509626694770131778795379256787989279414"",""6324365309055320047760315736355915057049370151973463004508105017800132754125""]"   , 1.0
"[""25806054125944330940568397823845671104322835118245190562095572979916189913001"",""47579171723561607609379894492279019428191383527148751389806137815348984116913""]"  , 1.0
"[""52695874695558600100268276870777152746231336621221124451345823456013156185280"",""69940884331663290417820915090520180438511520555170623504823119933432240941924""]"  , 1.0
"[""21525917542559738264445332510293826375772123419820268957733202445662371254115"",""78352964033755529617087025432532515332771775687113065963176656743796381651427""]"  , 1.0
"[""112422238158894931117138324232508753203082699318825750426315053102734155432020"",""58165266849644979606503842903144221039294652920528893223251001640270163821395""]" , 1.0
"[""69257904933686016308158385755438205958290645909618109886287440422509899603449"",""73226402075411644557146890288241017155009416816794506621327355036606718048846""]"  , 1.0
"[""87826671199479177415150466655000311762200904742216598207921440988313333773589"",""92737667560070153974079481157234408925383947898873768997556702743330519126165""]"  , 1.0
"[""11355747775457346184555530987990885217350210686139843086107542302664302041076"",""70831537057289849113318221496572082559574012820453086979782341705395560278463""]"  , 1.0
"[""30869144477734135734170873897696474119298161270620169079473658933448824779414"",""95616299542382540821547822422131010154946421594549224238876667039400910458491""]"  , 1.0
"[""42589538971630051933623453273029182189534239578574925110731685528176205758071"",""93910187095359952437758514155058937828514984507182733370057046859374105135172""]"  , 1.0
"[""52048679234121052107239012828998121802264916944852974474079290171161215501784"",""31544984261953463340868404117431007889656454552370209766674585221197530771919""]"  , 1.0
"[""51267421645508137404416531362817194467166332152873165471216442879448069183981"",""74438046670004761793811959146519900262075618545064891020460023951747647040701""]"  , 1.0
"[""91220678155533235682177608720279712098460180889281439458468237469623051804622"",""98087623621164075861598885279497801875316545711232409519446484836568609975232""]"  , 1.0
"[""29269535318085431798536938893761899769340212320969665256762152920510551553195"",""62494282369332352999013484215921509070478004755459391079943482977128243845604""]"  , 1.0
"[""95810001547409344104106797222101952165154302762311038611642321866722315155154"",""575162567525986552715829592008019195764756666598050500498500893253880335930""]"    , 1.0
"[""68260386122436257817577340777615907236783221688225636271161522062919128571275"",""56663014749772611347864512409541553077886131423351824820128386700273953600352""]"  , 1.0
"[""14753635979452189910040832653682941364167348165651347465288667267223544212402"",""93312566001086381795772590951141074183323376018476738204364548283842008385259""]"  , 1.0
"[""90800029572582435796818357591428563160577299226221053168299013146723462885316"",""106797536854169838436525804937506448965463109275650203656756685623664031586634""]" , 1.0
