clob_token_ids                                                                                                                                                           , cosine_similarity
"[""35420390481420086914303850503269939905315993511859334440549793606783994509563"",""45261427927597753948969942484970824173439588002616542194846930375736155382059""]"  , 1.0
"[""88550326946437280548248031502775629664259630024343210447063397951616199975032"",""78935030613038194779147226463048913187247425461933527083007539809178403199936""]"  , 1.0
"[""48314261355085571681924194109138079516861747630393357480247772701114966858415"",""96185156187010137692101370627816832438472876539326050524599081228027263336368""]"  , 1.0
"[""94391324985187701312427605791553049327097814064787849723991205429060004737042"",""26890459666562518130876295284144647143504759262811197504274347102239033858901""]"  , 1.0
"[""8417479461192816073798823433426740344330831676987487244311182202618459546538"",""104408722648206300892637413254644283075321436122582369570208534135283631515526""]"  , 1.0
"[""69470267697826627692819604123454074388877880558085954675928889174629178393404"",""61897914607325315364775392933229469611764013540213337789338304526891363577630""]"  , 1.0
"[""24363766948593896224910370288750261566892069306063707589988084902919874428732"",""103222008346310280585990411866935529300070603791916941524573996937131218329458""]" , 1.0
"[""95043791702010561300601166976284104609629234315477979739013638520683405055559"",""113118339201120943523923615928345305699673885970943124309465142950926983445118""]" , 1.0
"[""84155177225500340893580307993857470409400104705255279349700327955695080847788"",""49886634818744709358466866534359714623844550027473237697272790718739589356509""]"  , 1.0
"[""90075495417229552916392405875511923981988717600278702914431164458502775133987"",""71055034425298022734490805265013265072322678286749677280109315089942176101057""]"  , 1.0
"[""9653955677759075383401363836421803766378913354982841490503607816127140771790"",""11234611474125349301778885123747706787816624300743046625319069726415323584487""]"   , 1.0
"[""1563487884702948506902616904368454426456882467505119228604308489753604500161"",""22316782253812955233895491851559524753894370111863714661770223133545244315338""]"   , 1.0
"[""56479574037559870494474863426788778064776404338812899351171813846265674472432"",""114078523914850876343870259417709153700633564598545342438356128845010831415698""]" , 1.0
"[""1114938555853162662375805609341386795965961002028313810409954359771505507177"",""39814929193752558825038669670647206213767631805507014416889259758143556745530""]"   , 1.0
"[""84846382165343032223975853870946110241285484772019446686866815597350660955868"",""80456575204440643570499123641511043765364487572502085512858581574010154701650""]"  , 1.0
"[""71877540523534201212958253000589157055215242511161152819251873195807458559662"",""103200178761975477029037596273923683691879601935857050688318519991400359134790""]" , 1.0
"[""47932068816905215490793160305898678677032574034362693398677274085713911110765"",""75944740642862929591966294974820816843781742806011089025545405094323592008934""]"  , 1.0
"[""76158784025338420583901765224531190025719662766883390440253608804161057467141"",""49760558873212272440771467224266437717913114999491735666209561409981747777766""]"  , 1.0
"[""97531408855841405410232789703119036119573635076996943730887685044477538494161"",""91614037901759358822201019738747890245698909012092657780820261729371244775376""]"  , 1.0
"[""38208793744406659374526126908148940039609695506378367755718613389085432850399"",""94969123745259238258894495450475423446337462998714163532718486615092828626984""]"  , 1.0
"[""20081811713638516406596868811232083490459643675005428825503148986030861838715"",""26409253591433416583041788003017405760432218859327697666630871689207574536370""]"  , 1.0
"[""84076705244364178126697754730242283842575751486659062354818892653573605561738"",""2788868580851953795585273817581938399322536008432190749784214089362055717719""]"   , 1.0
"[""101922517769494577282304084292644017328594739131807473900659297117794497623622"",""32141604552590908965500741360436780388838312679464265639604226666001445112694""]" , 1.0
"[""69825125128146535185039025567612287619130912744908715244875543256333045120773"",""96836505614440659531238137732990239076239384597022740772767130683886488697866""]"  , 1.0
"[""63931284508031754808359645663279593286333277328858705756576520335090573316938"",""63545902953139662345271574668569905356542122411617121295584837587748832970883""]"  , 1.0
"[""90243277501928549903457106260906752907678787537403576622822541447725499756209"",""67479120260568080480567989316893622751579317884508160224361114712553220075235""]"  , 1.0
"[""43651565807548419100106255271538548131112941802704021306828698880396089197802"",""80255671857223612003114642627702493928015449786638445827309167914788424007924""]"  , 1.0
"[""66544527271490346064341740627732239789974358897543481449359429783712570106189"",""6417730568007101944012554165375279295405325036154456822779136947874568930958""]"   , 1.0
"[""105188205390952172012010105387761577156280984453891621977858640154017819800555"",""84354908221591375105802039144677038927565960798178206480646162260878039946634""]" , 1.0
"[""66728948856278657077046599284055693271321320423192674643305547174515874533859"",""111794412652144167704069308280072217197603934608880258759356283739972969531609""]" , 1.0
"[""14586960455123753012224610229901865564160785170597533178575659807683246530800"",""23634791574387516598682882391491909266670304959549234945430646164753899311051""]"  , 1.0
"[""42593696373134947820445084242022938461483228687461883939212104206936185186938"",""46910925591556647932578435086499029418059347173200603145665808737103879632174""]"  , 0.9999999999999999
"[""82829212950552464021271096084651410012855218383387761189641082845563785471835"",""22350200358964885752834666673313833233023016034000340811825367373503909181629""]"  , 1.0
"[""76643286630924457880843588493846505765512658358336092968018761232140216252273"",""10297689793491784325438045568713790840517343988671532353199626133676287990772""]"  , 1.0
"[""69927772540015303357939200597453505754186704404667380440099891738124565903722"",""98407575783085703531022278507008740584079911593768215347432096734423136060959""]"  , 1.0
"[""42085645749512760808059513904177669442021223637285894604389952310100929340168"",""70159137427026609125099792050998248097028715646852998976788784780282949372046""]"  , 1.0
"[""27736043552497341722243096160482949706111825777712947103856037395035225922919"",""39793615854295906425533261691726440286581130805412049738945986781012944488255""]"  , 1.0
"[""49467608841446565279242980870790261910650686393633368636488184633199955631559"",""88328481055294658708493622253380435538964417444507704511843156395940219335565""]"  , 1.0
"[""78897933174081671340519397556851890128164932497225805244688124351367053101244"",""78137573568334498893020381413465296791138236790987465804244079367321264995318""]"  , 1.0
"[""74753185669119265518328719854159048715494636288069654885448873056749724318662"",""97739867453111379863868212504359220607017103621512127050703719121059146243582""]"  , 1.0
"[""28087732046859006999751804497356055986868901560968617424839829774732709776169"",""108970958948072936582980843189225205417402701577629793508559715088179740111583""]" , 1.0
"[""101121902250624885611981960713021638922018044587998051080291274725951750448795"",""9308704994510491528343928150193907734421048518486164176070048417320439276352""]"  , 1.0
"[""22349873963000435111477645978024926215283731853904910165579521258932389539216"",""114027443957406572003803395096466230818480044070799135588191806195694235352175""]" , 1.0
"[""97066180131418130333495817451934295063874205065094489539874894438885865310983"",""80974675472558549702981766841337149561195764259541529868433674893309547823662""]"  , 1.0
"[""103059171780607265770750564839754200452237328355075729499557091582741254890636"",""88434493853941213975079331102370638681921098154575483663031363743825160740948""]" , 1.0
"[""94737519498062089509054866299237177817764281322241801495543113489871631475335"",""70928860562757544967892722454821606398641592718003717023673008833262468787681""]"  , 1.0
"[""101457053890913478459054238807421255378596390694165692753818732965899543325754"",""108842325610049485014121476257863037724813104559460760198140671002786638393415""]", 1.0
"[""63815447471961985126164301441241143206165485271049756663346461089702355568019"",""111967743520278851897033746368065158184048890881879021119223909380155874845330""]" , 1.0
"[""43791258256473383351344473476831798400269913285980994172002933984103887943591"",""112054034467492476595508550087004365838884104867439529418138207630515843232597""]" , 1.0
"[""115002264555669263973480427890034000696010941973551980600103004979639047513182"",""30401250094134920265317826955382554419976109527152592148374017165967236059577""]" , 1.0
"[""48979974315796709238274650207406056408049941403448118856185748476065035507251"",""2510357701856965194105791435594022712942767890693716976702033361029448377201""]"   , 1.0
"[""22479937049809429997547236529085980920456906654668407396554728038494547399448"",""29648846391957013134563178029754509775999309775389988950005845836289554361065""]"  , 1.0
"[""79230776637439877417238091139487412099408128919649559919111142602629991527279"",""96613083956098259969460919110278523456225454993824270147413416216929148387974""]"  , 1.0
"[""79463906701884090222975162191841459728661577418429751142132136154821678437401"",""106854173847951941899857165335665352183167080355209431018354350108941711202534""]" , 1.0
"[""80826005467342141618739858428280382157248842076244590573410640671805620312714"",""104844783036947115696350032277122420588873731324833429206704837995366855308563""]" , 1.0
"[""110052773637708325902414757210972251911117330078476416842830352898808257375751"",""4980014787223269583999228853500906469468486215495701038684399344467056627939""]"  , 1.0
"[""42904508727017497882489463666895661230120465039816421178662439998941404162114"",""6741768305599063283563500822566536382080402456831736529955747566915180781434""]"   , 1.0
"[""89341924179592919353124023932889046639624578554946023297812316764128672989461"",""78093620800611209195529589882675153485931706402939197706249978016163616872672""]"  , 1.0
"[""84906965397151752702050769025708816939788341911700633862436848460859762598861"",""43062142217361656516677577276454431006759178910121908434554772885773750297714""]"  , 1.0
"[""22713990360863460260049741311988585594676016222451205308847355252846844817215"",""448826266111111717314718318904706724320823695616314497106018530158445966648""]"    , 1.0
"[""35975218666144058424441375185565660514304054220706815998724366235654068502020"",""103359250753100276431724349657641314529352027867947501792727659078671993134813""]" , 1.0
"[""64862776226636321050092500454782920008635040506832638548806718802708289698455"",""103858927847976950500214177786868103980081136457217669513113419977226142851915""]" , 1.0
"[""659669313304003746813533780310910964730442054783825994302351475078190887679"",""46164875886632807065399646919573617477706504991299191711746077107998583747370""]"    , 1.0
"[""77089564443108788382233212301997998496655453493992505627581701048596754175114"",""72561895264279188709235737099713054369227860880214680846201829478053002120402""]"  , 1.0
"[""13232498787656014373018285990195738574115218684296776134118618896321073678473"",""37383317811057502017973688417490933121088138898420374674794836853499723913638""]"  , 1.0
"[""82397751010053107217479310563293415763292976161836465770954122787775133786859"",""91682952793482751795253580309012389559296638139118549780872042148594969471519""]"  , 1.0
"[""6435703356624884063839220531556198052964801299092340623232317191458054477309"",""16177802647593830352643852678815283261187350473922670647300494289063367065867""]"   , 1.0
"[""42338743761430563482421968998042116268117143553436248799899975001276229039701"",""63366135083980086429462587987081030351036563673427164074916504941077602036093""]"  , 1.0
"[""59662714135432523968757290492374250392650590892595767025696943566073888512966"",""27386815505505890454703128305630317130005914518839335683302307309277965911819""]"  , 1.0
"[""82464427283317818711219928973880711817466732090723836387293871337736582203622"",""44195604899826193996942521450423826369888641139151529073596016187266240822633""]"  , 1.0
"[""61522037610660877383988554525588304679503308421494026576310102608344672101828"",""57776393740706563660333137510465019110991712258122929403831201431016896063313""]"  , 1.0
"[""46519631736300029890352813515701405753300093948919123987183991299225607575962"",""79692107585674523238673527268337053892857795493550999258413111049540202200176""]"  , 1.0
"[""4857874378828735057708090351027124446297212361634080659642816605143020279706"",""56022503794185336412066789358750390802299320284033045431624410108314753752707""]"   , 1.0
"[""27067559391201877690217415505600180877590843525853043054973878568464759890748"",""37900287250685068069084962871938663427847693283867242433818060551606180987443""]"  , 1.0
"[""41863154119253397419706530443162432802199933823582530452141444246124877033399"",""24412888370416591344933104638453841039219400567356045377403202912691115821308""]"  , 1.0
"[""66971280633760622397482326149633417571383236187337691708336334655043489791289"",""36853803487774359762661930544918522750813525711392698702932226954209156996644""]"  , 1.0
"[""113551017734047653141635257792463641145396110197463958193330878598636413140868"",""60128712443209549840680791059573761104768935686275351113620798168833619787825""]" , 1.0
"[""85445114957607251113141270310368033365579313848664799316392391081375024854023"",""5770995001562488175349690845099921612074366004917607526688825854361533523507""]"   , 1.0
"[""24328926445966432317786272609988117686395279530652835107145099744636420833401"",""75210160077021621527132393163937158753793136789386739424998495935074358019183""]"  , 1.0
"[""1496801606809911488653764392218074980915065383033395065199996564412428081767"",""66875666145893658264559618891302161642174363954159506038804632851969849074459""]"   , 1.0
"[""114162217142661657080890602267941443730892731734150839490862446811032082650625"",""38666830119067824912482459240499711058679491927650935549254060687649199816132""]" , 1.0
"[""60194439176606371966916160540215100757071875710381941614018781286106039941372"",""50085704858853750236563271778399998230994358571879522436710661435670731302093""]"  , 1.0
"[""96011525263207383644927743136547397906599245093038004675193926110749069449648"",""23838838506783914489177497151693453021161751155455981453281425622192020762469""]"  , 1.0
"[""22673926112184115628370249563944902576643537644639830837695341694998251417757"",""111788271199891117965659952100100488789460001423370956620076127324305334542584""]" , 1.0
"[""57330494084838502489076490399060680871003928103933395089301871728686593581662"",""2687191780375136546236362832178926500873141573625669772739392579074236888036""]"   , 1.0
"[""83762464110624827440268992988842010094748466213596798293607699467308153505788"",""18694304882129520545038563221216976541396208511262804243428999317661019938481""]"  , 1.0
"[""36244943826661753917085544413364700438935344118761254399676005938200586703707"",""79472388288745882460062009654282718780613126801461088487066812396290600583705""]"  , 1.0
"[""57039233143822720401351768154892619191524436123532309197643431425626514662452"",""89559077011782296191673074194020980028139707553594688773349426327325357148705""]"  , 1.0
"[""1299439024207683207021814302135445522621692917292937585970576688649063721432"",""62697859640547167266283521515007527414416698439916855298651260258023463519007""]"   , 1.0
"[""44460952229322500507234700379703629416612318046526230536217507121415363252731"",""1040172242653495288349509317406681339808570181821644970359213127375347665157""]"   , 1.0
"[""32857099087438452682397814498750622999046370044584067543946970117355315752146"",""5287178583151181438032056357395191477064100620825593549444717479260597835805""]"   , 1.0
"[""90552202569823642539714220715826409091557480775018566440387090992171855631645"",""99189460535271030934929919486251558996149704356890751035942667913919401065448""]"  , 1.0
"[""33924749241309298168788277338747984956238871469871647233139054970568625742176"",""26931526845894356545464957121135939610813106786284945437401971817281498862148""]"  , 1.0
"[""16821000310503367343104687354179018145317716064667472664789184865862685974721"",""84224434335331419892591493918867660314481424234452193191040632517465569340699""]"  , 1.0
"[""109663404884460243567266829555650025523007522898965592378910414716940031050726"",""18101026827795127641159617607910448073168091245561902928292442004825421776048""]" , 1.0
"[""87593565960200092759711943805914761823077441197922055638566192365165141624738"",""104253934926690546473634731751053751831544055581528178193176571631026197270258""]" , 1.0
"[""29368398700185966732440178811312433419829491762038995823603848396034053742688"",""8483015100772175106500497809293685266339781513448610785183859428602692546985""]"   , 1.0
"[""67052855667363866235982676592027618582239316564191877732708013288872368202772"",""108421807947144447673987476298921119883500853455236651168598154453562357340152""]" , 1.0
"[""46056413390011985010743154638922488024052932383320066200813311138504623436815"",""84646096162112646382757875914229171082698639603195504515246092996016889519601""]"  , 1.0
"[""48714878742478150158250551677796960499441604349676131777687291362760275604844"",""107700169975473151791699745914855746072335048070174295719879216790032296650022""]" , 1.0
"[""7871923480083246492985421590849000621339339866091122438286385332125103800930"",""100162115948833969558656742129935731844525571583638438389897080871521874976618""]"  , 1.0
"[""11107500278144775634020994755431640613426584440437878292479358033610990391741"",""102124841001359466658738951075858080105128159861753048341479835505631308964989""]" , 1.0
"[""88239923472673146563077480128115321177745137131144370228840680238577232764410"",""8679740451117376062480616582480371107019513276506897796463199256144054263487""]"   , 1.0
"[""61904919791855879009249980399139520115253905294081425142832198451044632102375"",""50356330084158430922821100542644431424801141522614520749163202867762346101805""]"  , 1.0
"[""97416824676476199837465129377427188647300722249020014222785358100868557889025"",""99219660424275437053248787839664557712673469047781587398314095241109995167487""]"  , 1.0
"[""20893607102952166356509107893190951114763248986924050913416551200710061754102"",""78121654113011394481498591399587830303564703641726535673063574693119929448059""]"  , 1.0
"[""94509910138943869809873673971389505329720901050311969936848691724918864463020"",""91922365419979578761899555426556830677657695278320685651415513301953484448813""]"  , 1.0
"[""25156398822495495938647227384477127658523625314317233363372057954040354107544"",""53142601836032353921428603998374169876112463855240251594449492407291753912902""]"  , 1.0
"[""13079668030553335845862854012551631199815311069250397534951802840231720955366"",""24657787472695227779775105483848950299647127871901437456155340798525352681458""]"  , 1.0
"[""51995407337114686496159835585660342245522973612391588175083260685902668694335"",""18550830234352398199305154359163656346088016379570897791376965755783754454622""]"  , 1.0
"[""89055832651439010987496740957901619978125204136577692864679148534854334935627"",""31507665886615016497664825815906032814566636033763829593417263564385307901246""]"  , 1.0
"[""83996078914867435977555743721708096379538333635031293030871207016879514671058"",""98900325292437517245314066629710101996941771957322074767151560948169200447647""]"  , 1.0
"[""36070500141337859623685607718300055068119682582124750796021055232943399687908"",""52820214133380744169322208908058834065535358763964190825098209411321358285072""]"  , 1.0
"[""20375332101194971743833922808951848991068500081572795535070864925806873524347"",""91683677522829337374303304161514097593002341130461425410557141173121122919259""]"  , 1.0
"[""111288092754443956429792955169957271199136267459867243835440077118305001753574"",""17151253954742005270301363677653728465473082310323870780301050379113265047327""]" , 1.0
"[""78851068021324895283900116699166732733907005817372833903089338681283211953991"",""7066641318458195168179413069040027214651217299954354589286827117161521929801""]"   , 1.0
"[""59471257216162256423359614405670865309568722218518986455275532083843477693361"",""96552220408310153849546402225047596360369437304394519977380292396202176443519""]"  , 1.0
"[""19167981533224962861872294842167117162707500979758869162160945490220723623427"",""90583378999380284898856136704090414436301418328421528242230415386809819297662""]"  , 1.0
"[""70743788294146124240240071392616483102857425275886101342806527254914623849043"",""23254225270463846722678637643527697194364339012197445705310975388070114071455""]"  , 1.0
"[""101372035362516180482849315386256499283847231982451145881927904748942378772729"",""21321322239822381768655021700263850953028193608637626111323552784549380911948""]" , 1.0
"[""84105352370131155722647363201789721788975849990521409198749642413041733766938"",""66727667156426868774368005021413348354444008020147326331482702841890544216064""]"  , 1.0
"[""45151924437726053065217469328441486544633374118240527916531207391604596229571"",""106043629723609001909591172948941320511684197668676636319674577352811429391673""]" , 1.0
"[""108357591179712084089759720919537293699688374447559250225341610071513205224315"",""52416166036635552680878917775857551204546118028711916498514045945328596559243""]" , 0.9999999999999999
"[""100997089448304575568480748225611462282194749446452792087603723306937365431449"",""81849134962182800150314288599068358488868741434809465843966788171179216167142""]" , 1.0
"[""38275854098013999527928166905902357575939456071365010651895033189612302559593"",""74241167765999068288147387250120080457602955425348316959335864678846251495266""]"  , 1.0
"[""4380625186585217801547449366028560900149813611631698689199281184042561053657"",""22001462200445201922281589150652771700198774435823575560230993773741964482413""]"   , 1.0
"[""18770513424934562252206610069719416954210085818091114026589544027211694753330"",""79016102552735588857126062073604025281530464374390093355453163400297615055977""]"  , 1.0
"[""52607315900507156846622820770453728082833251091510131025984187712529448877245"",""108988271800978168213949343685406694292284061166193819357568013088568150075789""]" , 0.6965497405061457
"[""90679591974671519344477806559662079889523055441293714172602907255521988057511"",""75549097491291121846905310297570680680684721023000264655101865089702218051689""]"  , 1.0
"[""19744464871015345686393695494963732803955362618545213010171428495197665140325"",""91620041739468088412250149546876777287789134489481680188368315979031324269261""]"  , 0.5854090978043937
"[""77809380206760496358055332023206786694120788116551923604170177964424180121482"",""106318720808383838350232661991142011357620427939736042423455604487806219988373""]" , 1.0
"[""767313090619807826078795132250383167293948459067280703809263365919638960162"",""10153831923325880603381379908339829878083120649911689146876869023280998215166""]"    , 1.0
"[""72304052873611261335260464672644781804557218671425470569977240802446584805659"",""11081619591501953852528312348772244656084481473875428225808210773881723232493""]"  , 1.0
"[""6478474356831359523032969262014082686922886129187075898439624325202312555669"",""36378311265709846060859255962129667010780913173065483696749977329500251096213""]"   , 1.0
"[""58258390069175430583739342934793095317247919459371029992606946923807586356465"",""31370790514255476984753308706114064577144633848443373130192326257576637404536""]"  , 1.0
"[""2994355092890753835421952142336847942524552167232147341214694471416589146406"",""115633171192844413829178933967688137861383199420540398213776179560955354413016""]"  , 1.0
"[""98887653427591266169158649860283597442681681020096840841633476680084260341860"",""29839239030455345331935107628562858693253410752781588028421925645563808428122""]"  , 1.0
"[""98598254068453451783329952714352800991138609043858172074279520858325390433440"",""38980806547449738026800916569366622126165568023667596115090432198232016150306""]"  , 1.0
"[""10945354974780084630152606644832624433165182766099160044271201478196821871595"",""97574807776433482033898502225144041232063840025509150478854873140448222216397""]"  , 1.0
"[""111567283289473894275033359575736650020639757301320274406575624806056013771343"",""32395236177560885945620900221958800167915354876798173024665109691095912953752""]" , 1.0
"[""14251801143810391617903231879409207556618768090142728231012219349493554162293"",""5154529759143354321965408580500124466061411864975031283027488892061050073342""]"   , 1.0
"[""83393699669064075144129446147095736718926428554974764418849522398802344463468"",""7830851834981730037293308150503212362262294862449517308313174635932455573604""]"   , 1.0
"[""94786528366631707440617198301385371317289888575675489616440001233089773718031"",""65604732131556459803631986254088348864077063602857616963892018619681974207084""]"  , 1.0
"[""107253954410961394527230433720483283211268395762068031015583423705606560601993"",""38729656094602773529326475515273839021330780660807127347739942951046248030684""]" , 1.0
"[""29623022755793873680425051792301615900142517963988779657725703586141412087682"",""33161330611710513020780296310695793244807518653159029280142726345392442403652""]"  , 1.0
"[""60550692412996164477361673304744222976539035905940935096587343919192326604823"",""106017940879858349164181550590287954569883893970967364254906038420908987752390""]" , 0.7386522379112288
"[""63325372453891129070046826280666940563292829448499564235274978384421154193189"",""9759461269321815391777706872331279605684627216894893546089562822585477166162""]"   , 1.0
"[""64496724413667630767107555606417758519552149151983432242284671355914482085096"",""102139218841534213951069354987199452896981962374280321960181007343459700747649""]" , 1.0
"[""52990352033385381791144161488851676746460122106707763692302134140206937195780"",""54073503261078867122559317426408661014457500189513515408115178068727530870268""]"  , 1.0
"[""81558082915025119885556413126173053461687326337607895996882724910805373388582"",""63353971308030920245805007697618601131388062711438988637574423391915495484777""]"  , 1.0
"[""69008261707147190224085600022014883080394632469747216729293676850312272918310"",""59109303479792132437464746934224655646961966760497586096294298173795949634267""]"  , 0.3730274522825281
"[""114675065572581823918976590136379870945400725329053160615182963536866051942980"",""51919099029134048503873260508735392492045668218449557953110373136603540173586""]" , 1.0
"[""10631643129304714517778118600374943978937574719713676333945194845591282475969"",""83403496177714100201730525187601864221235616343988804886175182964574712651150""]"  , 1.0
"[""52281649244143499400863667849907518229444007968149664352111014265125780194522"",""74725774851191768983069005633978510776247769389305405044987547289175883591022""]"  , 1.0
"[""75715556791258148282865049906077122901307495286526557067386627644236123134724"",""72785118090286520420390417618230341825561028368238003567288978080908912684206""]"  , 1.0
"[""21010241236980752210774757865049657203076506733341139593776376829079760305103"",""18917971467970556979118873066237115505384427785020294758366264813787830148322""]"  , 1.0
"[""27623550153117062126515302864480439211549551663019659662588165640288983960743"",""88015350594826036565730695335129654838866376103479073811219734886676461279054""]"  , 1.0
"[""15391697471796953846164653635603304928014179980556852824348353538505622720066"",""9431380454619630715282191658686135764074161669767407489790177177284154943392""]"   , 1.0
"[""108504559690277956078096522416160289406473524660389998019571023256898521791997"",""45079308475736316829598065918939667774572056407153602887311889948824795665583""]" , 1.0
"[""92324062579694443119010912841932802480119844343328691725125951958500613142264"",""96448895960871099969284805856302336109125916156926010764671061255858079455468""]"  , 1.0
"[""73445171986036678962708656729095794391188100799486836275265021070322795982302"",""58502841384003653625167978623002087451449380671351124805965658867042891893370""]"  , 1.0
"[""19291629563188958969544025454511923510598594353177015639691809167942634920604"",""10095253513707928369213242072592532359083228040537306138932824625540667473439""]"  , 1.0
"[""44405170382951110796786873159419985444127796260047392416512502190277019397008"",""57049831796487372801886680017528937124964347761941208341777692808623495376086""]"  , 0.49526776391678284
"[""94820762576240878181394040262637123164569349326009407756868307511707411031283"",""18202180254731650800284279496019010784596077411013124454871122994964031712672""]"  , 0.44722698072157896
"[""79258466946773047910204919938963048793910083926740231444325558938854983891112"",""113948065869357369439403537206107628147603428752708786158953715267869380757436""]" , 1.0
"[""20006732765674855733524007935991362439352594042415161039767275461950712817548"",""54533569528927082430133047556849600511985191158927477533124630301934489498530""]"  , 1.0
"[""30912854850866302644106316438153629460678506137655559406260043509960678109607"",""111793355166132295017239163560645146761744336187614021796771100619201573005168""]" , 1.0
"[""105121209501718913679835702557350272753628810249278953188501220308690716470697"",""13959230589715260225761337964789667577085343879718375941468121776869827848866""]" , 1.0
"[""80908635602471552886049573110321791161186841957249509900771759394573505359926"",""279135026232966548267372221910300904521833390614952028405533756942338898146""]"    , 1.0
"[""97037271592384590668192904767730391938961253014413658633971882704234126806284"",""58392130842716399501622105353245054198549423559503164971149451200205491369251""]"  , 1.0
"[""28155793585619215559447305702051573036104753242134264350727089371549716604590"",""8804323954886936757860075689144107209232698513970387617746425654441716700790""]"   , 1.0
"[""20847822223909889861535421917104908467512615252569123202591433051136381225081"",""51335026900511121172886671510765892467376178035614364304866967243515317632750""]"  , 1.0
"[""58945936829392654397399777214757608864525173988558750256164021442231118224154"",""39409206330527880169507414405291721950884951005340760541937649898052386499519""]"  , 1.0
"[""52487256270918227930942830546248720603566203568229607048093730748840489555808"",""1507744758511144558263623459899956467548763419522526462308518027912401299177""]"   , 1.0
"[""105057524965982907913786325697426001538810836564004836999292309706852745390829"",""13887896800265966487014179943559375403384011039339488276489274832989862323735""]" , 1.0
"[""38003127295883228185689665963602138176190384641897237734105806870773590495970"",""43581484654171741412819396053420951222941194520459214805405618926172095980803""]"  , 1.0
"[""113523109301381527088718768250912137532200947193534063249121987336101159734964"",""81875811432969830460135158317591338081684626327054488810775527982906009292091""]" , 1.0
"[""53508697093100828360254088937709702626357043454735600798387762815121144942132"",""39386316279472057708568031551637704263472919398678226267562598452109247532981""]"  , 1.0
"[""12118827801400239712815717295403167152230979784826228363180815353568423454582"",""79945828798226657922113774972427013731404658850492622092083091393279328000755""]"  , 1.0
"[""56437316930209601263073851283052227262331895602885531288942769084614599211001"",""555021869240171590352803434750460687171907024481644958555712357060573181785""]"    , 0.8582538024146026
"[""68325454616317542253805984439977771318394726076955113866207479614240614371266"",""2433662050647517706323359615496513605357547934153481879606183024436021971628""]"   , 0.7840073944133158
"[""35267836330639620380791405283862384258570141844469135659890650302203293054066"",""110996367824231948941131279322721898257144590152799824107629407678973835425832""]" , 0.8582538024146026
"[""95007840179674534704789792606076199551566258496884284784499619113234629460977"",""9094599510717355554355665443732094978500904913355201256065079222912133868732""]"   , 1.0
"[""35289804810638331155641877368674139782904835594511430697828256191125930626019"",""102294769504191183066496570084215617256652352602446037357997287692626029461493""]" , 0.709820087031444
"[""48902900415580238204716531860915729609349954649209268448255758270416917876966"",""27017407131756764290668150712806110000642850267614248655140582477671943145548""]"  , 1.0
"[""101217655914301602565212805658595408646905191621022150445973378657744912591515"",""89674320723773359970824935694640591842862432144120882143395798796222579174214""]" , 1.0
"[""95545761185697605112913952962566723427576995097677164197554940923038311463417"",""6896051051934910963645099669301870739980835452901776399150140872362975097540""]"   , 1.0
"[""39873217870593089403575179397945238035774708901851017069380003278252073786078"",""103287988120233926893660651023007765258989052119171699547750227858874489822638""]" , 1.0
"[""84080493876465889851704717221478204794457037606467790579806628316673748439904"",""73901305543736802085824745247685958482203808376934057831396022745038497293289""]"  , 1.0
"[""58971616999173544746862721196509178534773231450632152825681259127573352706535"",""55422617250132119779058744611660946328679152221093914757634212492577999916975""]"  , 1.0
"[""5343845728291033035868473523644423233043585456895683028762303888416377357466"",""2494871972853808902665237377240305587438876762124883254170815030907845888324""]"    , 1.0
"[""101728978631973586127077860382494101923562182727678052971887107983404661868256"",""100789777004058138318490839366410221930841666357675113400145979012604271647616""]", 1.0
"[""112466316253135811012111213668682806272891231676469404285933003650080963165020"",""87832198376686854060456476252089080961304817808465513725853943169015339873489""]" , 1.0
"[""30310881672329702242239728537799281648512676723377246265545364102088988281616"",""16146625442717750592173668866644283954558037697960692857479402066480650182784""]"  , 1.0
"[""6188011265163920573991374597923023857028858291340293259939266440570731871125"",""15937999530387596339520341874567683843491884513039680513492916099354514567202""]"   , 1.0
"[""10775595068344627694916679860730050925297377507930180898194382461664265885616"",""64987709919277520035584588094086043266421694645885639700831078012281395410719""]"  , 1.0
"[""8100072042679092219643084280062317324115905334456399027552498694874536265528"",""37839436912802467133551996804688620047219044415346777372617784290639841876809""]"   , 1.0
"[""25445578684751841027039844469833829145251081379876270192560712463227649009024"",""4189430160264480177741680666925506711418958622083013949508885209290602995033""]"   , 1.0
"[""114046617867242198863408884966179806694275628788888455978459984380620403721665"",""48515834440125381098508316465170169301712175656368591298882580995578334646713""]" , 1.0
"[""24000723493185540617049596304752263913751094617352861854123403988606071983566"",""46453808253677967094067011736526959579556879770583016007543153495910407363424""]"  , 1.0
"[""56868838915336105618474270686493375470238111158016527956487998960670344891043"",""2707911060753531156386077024840901202942990860496395786077739983272106739714""]"   , 1.0
"[""104147297402885765882550203521490046108383365066932678043355368934918316060566"",""97224967969822472138936780082212975256506530434541914255705783880860224784265""]" , 1.0
"[""106167193115691945271017132650122366684948118033164951094745841953286157170353"",""99334260157273424349361056897730454880333696421401368945436761055908612923789""]" , 1.0
"[""59862749876767573978838714381363415856471274973687519988614880367343591499563"",""103941025969651195125714182795205254053371631911359155634230200078933195248086""]" , 1.0
"[""82652644821520842664878821931122454026141535753036587170345098417222439076114"",""14422059971864056251974242410702494197105932963080860997643725395740448374222""]"  , 1.0
